airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Economy,23.5,35,69
Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Business,23.58,7,557
Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Economy,17.42,7,136
Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Business,19.42,4,437
Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,48,554
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,39,109
GO_FIRST,G8-501,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.75,46,73
Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Economy,13.0,16,61
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,16.0,35,64
Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Economy,23.67,34,63
GO_FIRST,G8-2401,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.5,48,80
Indigo,6E-318,Kolkata,Late_Night,zero,Early_Morning,Mumbai,Economy,2.92,6,107
Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,48,376
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,13.17,14,762
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Business,11.17,21,598
Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,17,42
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,25.08,33,975
Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Economy,14.0,49,85
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Business,11.17,28,815
Air_India,AI-573,Bangalore,Afternoon,one,Evening,Kolkata,Business,4.75,16,338
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,47,87
Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,8.83,9,770
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Business,28.42,17,885
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,42,78
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,13.58,10,164
Indigo,6E-6433,Hyderabad,Night,one,Morning,Mumbai,Economy,9.75,11,107
Vistara,UK-828,Chennai,Early_Morning,two_or_more,Early_Morning,Hyderabad,Economy,24.83,40,81
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.58,17,68
Indigo,6E-5312,Mumbai,Morning,one,Evening,Bangalore,Economy,8.83,17,63
Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,28,32
Vistara,UK-873,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.5,17,39
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,23.33,42,513
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.58,18,976
SpiceJet,SG-387,Kolkata,Night,one,Morning,Mumbai,Economy,10.67,8,107
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.08,7,378
Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,43,80
Indigo,6E-793,Hyderabad,Evening,one,Night,Chennai,Economy,5.58,32,67
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,5,84
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,7.17,31,67
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Hyderabad,Economy,12.25,31,53
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Economy,13.33,7,153
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Business,13.67,23,574
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Business,12.0,43,641
SpiceJet,SG-3281,Kolkata,Afternoon,one,Morning,Bangalore,Economy,20.25,43,122
Vistara,UK-637,Delhi,Evening,one,Early_Morning,Bangalore,Economy,14.67,6,187
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,36,611
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,12.0,14,135
SpiceJet,SG-1031,Bangalore,Early_Morning,zero,Early_Morning,Chennai,Economy,1.08,7,47
Indigo,6E-684,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.17,24,47
Air_India,AI-9505,Bangalore,Morning,two_or_more,Morning,Chennai,Economy,25.92,23,110
Vistara,UK-708,Kolkata,Night,one,Evening,Mumbai,Economy,21.25,5,150
Air_India,AI-676,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,23,57
Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,42,573
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.33,37,687
Indigo,6E-793,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.58,37,52
Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Economy,22.33,19,65
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.33,43,53
Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,18,57
Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Business,7.17,11,797
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,21.67,30,59
Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Business,8.42,2,770
Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Economy,11.33,29,64
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,46,669
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Economy,13.83,4,123
Vistara,UK-830,Hyderabad,Morning,one,Evening,Bangalore,Business,8.5,7,765
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,42,54
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,28,80
Indigo,6E-566,Kolkata,Night,one,Morning,Bangalore,Economy,11.42,23,88
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Business,6.5,3,1051
Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.5,19,56
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.58,28,80
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,5.67,41,56
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.33,27,57
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,14.92,47,53
Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Business,8.58,12,737
Vistara,UK-827,Mumbai,Night,one,Afternoon,Delhi,Business,16.5,19,694
GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Kolkata,Economy,7.5,16,119
Air_India,AI-698,Hyderabad,Night,one,Night,Kolkata,Economy,25.42,20,83
Indigo,6E-903,Hyderabad,Afternoon,zero,Evening,Mumbai,Economy,1.58,35,42
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,12.0,42,765
Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Economy,16.25,25,54
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,30,835
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,8.08,49,975
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,11.5,32,87
Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Economy,11.25,42,110
Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,24.5,35,47
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,7.58,21,89
Indigo,6E-563,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,5.08,26,88
GO_FIRST,G8-327,Mumbai,Morning,one,Night,Bangalore,Economy,15.33,48,91
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.08,25,84
Vistara,UK-994,Mumbai,Morning,one,Evening,Hyderabad,Business,9.5,34,785
Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.25,45,60
Indigo,6E-489,Chennai,Night,one,Early_Morning,Kolkata,Economy,9.33,40,32
Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Business,5.75,29,786
Air_India,AI-672,Chennai,Afternoon,one,Morning,Delhi,Economy,19.33,25,61
Air_India,AI-616,Hyderabad,Morning,one,Evening,Bangalore,Business,10.08,33,514
Indigo,6E-913,Hyderabad,Morning,one,Night,Delhi,Economy,11.0,27,83
Air_India,AI-430,Chennai,Morning,one,Afternoon,Kolkata,Business,28.58,6,748
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,33,72
GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,25,61
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Business,8.25,39,815
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,15,212
Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,Business,15.17,11,739
SpiceJet,SG-8130,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.67,38,62
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Business,13.25,44,797
Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,23.0,31,80
Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,36,42
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,17,70
Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Business,19.25,20,557
Indigo,6E-6113,Chennai,Afternoon,one,Night,Delhi,Economy,6.25,19,55
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Mumbai,Business,18.67,2,741
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,34,79
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,12.25,43,1010
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.5,43,83
Air_India,AI-543,Hyderabad,Morning,zero,Afternoon,Delhi,Business,2.5,10,326
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,16,617
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,42,868
Indigo,6E-6965,Kolkata,Afternoon,zero,Evening,Mumbai,Economy,3.0,9,136
Air_India,AI-424,Kolkata,Afternoon,one,Morning,Mumbai,Economy,19.58,20,69
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,11.83,48,59
Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.5,38,138
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,13.5,41,55
GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,8.58,11,100
GO_FIRST,G8-530,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,33,54
GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,44,83
AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,13.0,13,88
Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,39,33
Indigo,6E-6809,Mumbai,Evening,one,Night,Hyderabad,Economy,5.67,36,91
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Business,13.0,22,748
Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,1,179
Vistara,UK-838,Chennai,Night,one,Night,Bangalore,Economy,25.58,15,155
Air_India,AI-655,Mumbai,Evening,one,Evening,Delhi,Business,24.75,22,402
Vistara,UK-910,Mumbai,Evening,zero,Evening,Delhi,Economy,2.17,2,80
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Kolkata,Business,14.75,10,817
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,12.0,23,87
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,22.92,31,671
SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,40,243
Vistara,UK-801,Delhi,Morning,one,Morning,Hyderabad,Economy,24.0,7,153
Air_India,AI-508,Hyderabad,Afternoon,one,Evening,Kolkata,Business,28.5,33,495
Air_India,AI-729,Kolkata,Morning,two_or_more,Night,Chennai,Economy,13.75,34,95
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,14,700
Air_India,AI-640,Bangalore,Early_Morning,two_or_more,Evening,Chennai,Business,9.5,14,703
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,23.33,11,611
Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Economy,14.08,43,56
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,24,85
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,22,110
Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,8,150
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Business,9.42,15,602
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.25,42,31
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Economy,11.17,49,69
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,15.5,48,58
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,9.0,29,105
GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,3,80
SpiceJet,SG-4417,Mumbai,Evening,one,Night,Kolkata,Economy,25.58,14,101
Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Economy,24.33,18,82
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,10.5,19,55
AirAsia,I5-2991,Kolkata,Night,one,Early_Morning,Mumbai,Economy,9.67,22,46
Air_India,AI-768,Kolkata,Afternoon,one,Afternoon,Chennai,Business,21.17,39,756
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Business,2.83,9,539
Indigo,6E-788,Delhi,Afternoon,one,Evening,Hyderabad,Economy,3.92,28,80
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,25.75,10,700
Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Business,12.25,32,904
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Chennai,Business,10.5,45,929
Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,8.83,20,60
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,19.92,44,56
Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,40,96
Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,24.17,31,738
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,12.58,40,47
Air_India,AI-501,Bangalore,Afternoon,two_or_more,Night,Kolkata,Economy,9.0,14,195
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,22.25,37,89
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Business,14.5,21,726
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,26.67,26,145
Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Economy,15.25,15,135
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,38,669
Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Delhi,Economy,9.25,2,270
AirAsia,I5-820,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,9.33,21,37
GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Chennai,Economy,9.83,11,181
Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,37,695
AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,33,41
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Business,14.17,22,680
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,9,669
Air_India,AI-765,Kolkata,Evening,one,Morning,Mumbai,Business,14.83,43,590
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Hyderabad,Business,17.92,26,785
Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,31,669
Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,10.75,17,102
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,8,76
Indigo,6E-6137,Chennai,Morning,one,Evening,Hyderabad,Economy,8.83,19,53
GO_FIRST,G8-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,22,55
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,9.25,18,82
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,1,179
Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.25,16,63
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Business,15.0,40,712
Air_India,AI-503,Bangalore,Evening,one,Night,Mumbai,Economy,27.75,9,125
Vistara,UK-852,Bangalore,Morning,one,Evening,Chennai,Business,10.42,13,598
Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Business,21.0,6,738
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Chennai,Economy,9.0,47,66
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,5,1428
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75,14,136
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Business,22.25,9,1183
Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.0,8,133
Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Business,14.08,8,402
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,6.25,39,814
Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,Economy,22.58,44,69
SpiceJet,SG-678,Chennai,Early_Morning,one,Night,Delhi,Economy,15.42,9,99
Indigo,6E-161,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.17,6,144
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Economy,12.5,26,80
Indigo,6E-512,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.75,33,59
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,29,78
Air_India,AI-895,Delhi,Morning,one,Evening,Kolkata,Business,7.5,26,555
GO_FIRST,G8-393,Kolkata,Morning,one,Night,Bangalore,Economy,11.58,46,92
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,14.33,8,168
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.08,24,91
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Business,23.58,6,823
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,13.08,37,65
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,9.33,9,168
Vistara,UK-826,Chennai,Afternoon,two_or_more,Morning,Hyderabad,Economy,20.58,35,81
Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.33,30,390
SpiceJet,SG-5069,Hyderabad,Night,zero,Night,Delhi,Economy,2.08,17,39
Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,38,79
SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,40,61
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Chennai,Business,9.17,47,690
Indigo,6E-6219,Chennai,Morning,two_or_more,Evening,Hyderabad,Economy,10.67,10,105
Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Delhi,Business,2.67,21,444
Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,13.08,47,109
AirAsia,I5-1621,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.92,49,37
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.25,22,82
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,8,80
Vistara,UK-894,Hyderabad,Evening,one,Afternoon,Delhi,Economy,18.17,25,79
Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,12,376
Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,22,53
Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,27,71
Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,40,52
Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,26,102
Indigo,6E-562,Chennai,Evening,one,Night,Delhi,Economy,5.58,26,43
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.0,47,42
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Business,17.42,35,598
GO_FIRST,G8-322,Mumbai,Night,zero,Night,Delhi,Economy,2.25,43,32
Indigo,6E-6467,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.08,33,59
Air_India,AI-473,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.75,9,509
Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,19,50
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.42,10,848
Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,27,102
AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,37,46
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Economy,27.92,40,54
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.5,33,64
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.17,33,50
Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Economy,15.25,29,101
Vistara,UK-846,Bangalore,Morning,zero,Morning,Mumbai,Business,1.75,43,280
Air_India,AI-525,Hyderabad,Early_Morning,one,Morning,Delhi,Economy,27.25,39,56
Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,38,573
Vistara,UK-846,Bangalore,Morning,one,Night,Delhi,Business,14.5,30,740
Air_India,AI-505,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.0,43,117
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,Economy,11.92,21,53
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.25,39,617
Air_India,AI-541,Hyderabad,Evening,one,Morning,Bangalore,Economy,16.67,37,80
Indigo,6E-6257,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.75,41,55
Indigo,6E-531,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,3.5,6,65
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28.0,34,74
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Economy,12.0,30,80
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,39,765
Indigo,6E-5369,Hyderabad,Evening,one,Night,Kolkata,Economy,6.0,32,59
Vistara,UK-836,Chennai,Morning,one,Early_Morning,Mumbai,Economy,21.17,10,159
Air_India,AI-888,Mumbai,Evening,one,Night,Kolkata,Economy,25.08,7,171
Vistara,UK-874,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.5,35,49
Air_India,AI-424,Kolkata,Afternoon,one,Evening,Chennai,Business,29.5,34,756
Air_India,AI-565,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,23.58,45,603
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,14.08,34,53
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,9.58,19,738
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Business,11.08,46,815
Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,17.42,12,819
Indigo,6E-7298,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.25,39,52
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Economy,15.25,4,145
Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,34,695
Indigo,6E-113,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.83,7,88
Vistara,UK-902,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.17,33,785
Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,31,54
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,17,143
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,9.5,21,922
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Economy,14.5,30,91
Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,26,52
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.17,11,573
Indigo,6E-5399,Bangalore,Afternoon,zero,Afternoon,Mumbai,Economy,1.83,11,85
Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,25,444
Indigo,6E-563,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,5.08,2,253
Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.33,17,42
Indigo,6E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.75,47,60
Indigo,6E-6326,Bangalore,Morning,one,Evening,Hyderabad,Economy,5.75,2,162
Vistara,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Business,5.83,15,838
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.92,38,72
Indigo,6E-487,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,29,54
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Business,12.42,39,817
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,8.25,37,87
Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,43,42
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,15,117
Indigo,6E-503,Bangalore,Morning,zero,Afternoon,Kolkata,Economy,2.67,8,88
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Economy,2.92,45,32
Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Economy,13.92,10,124
Indigo,6E-2005,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5.0,36,56
Indigo,6E-2752,Chennai,Evening,one,Early_Morning,Kolkata,Economy,9.5,33,43
Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Business,12.42,39,706
AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.08,35,41
